org,aug
"When I request Movies from Shattuck Cinemas, I would like them to be Fantasy genre and Imax type.","[IN:GET_MOVIES When I request Movies from [SL:THEATER_NAME Shattuck Cinemas], I would like them to be [SL:GENRE Fantasy] genre and [SL:SHOW_TYPE Imax] type.]"
Inquire about Restaurants in Morgan Hill.,[IN:GET_RESTAURANTS Inquire about Restaurants in [SL:CITY Morgan Hill].]
Search for Noodles And Company if you're looking for a soup restaurant.,[IN:GET_RESTAURANTS Search for [SL:RESTAURANT_NAME Noodles And Company] if you're looking for a soup restaurant. ]
State that your preferred hotel name is 45 Park Lane when requesting Hotels.,[IN:GET_HOTELS State that your preferred [SL:HOTEL_NAME 45 Park Lane] when requesting Hotels.]
I would like RentalCars to pick me up at the Salesforce Transit Center.,[IN:GET_RENTAL_CARS I would like RentalCars to pick me up at the [SL:PICKUP_LOCATION Salesforce Transit Center]. ]
Request flights from Delta Airlines.,[IN:GET_FLIGHTS Request flights from [SL:AIRLINES Delta Airlines] .]
Request Salon services from Eyebrow Hub - Vallejo and provide my preferred stylist name.,[IN:GET_SALONS Request Salon services from [SL:SALON_NAME Eyebrow Hub - Vallejo] and provide my preferred stylist name. ]
I prefer Vallejo as my city when I search for a Dentist.,[IN:GET_DENTISTS I prefer [SL:CITY Vallejo] as my city when I search for a Dentist.]
Search for an IMAX show type if you're looking for an adventure genre.,[IN:GET_MOVIES Search for an [SL:SHOW_TYPE IMAX ] show type if you're looking for an [SL:GENRE adventure ] genre. ]
"If I were to request Events with Music as the event type, Country as the category, and Billy Currington as the event name.","[IN:GET_EVENTS If I were to request Events with [SL:EVENT_TYPE Music] as the event type, [SL:CATEGORY Country] as the category, and [SL:EVENT_NAME Billy Currington] as the event name. ]"
"Find Restaurants and cuisine that offer Breakfast & Brunch, and check to see if they serve alcohol.","[IN:GET_RESTAURANTS Find Restaurants and [SL:CUISINE cuisine that offer Breakfast & Brunch], and check to see if they [SL:SERVES_ALCOHOL serve alcohol]. ]"
Search for event name Cubs Vs Giants when the event type is Sports.,[IN:GET_EVENTS Search for [SL:EVENT_NAME event name Cubs Vs Giants] when the [SL:EVENT_TYPE event type] is Sports. ]
Request a HouseStay with laundry service.,[IN:GET_HOUSESTAYS Request a HouseStay with [SL:HAS_LAUNDRY_SERVICE laundry service]. ]
"If I'm getting a chance to travel, I'd like to go to San Diego.","[IN:GET_TRAVEL If I'm getting a chance to travel, I'd like to go to [SL:LOCATION San Diego]. ]"
Request Events in Brisbane.,[IN:GET_EVENTS Request Events in [SL:CITY Brisbane].]
Request Travel to San Francisco as your preferred location.,[IN:GET_TRAVEL Request Travel to [SL:LOCATION San Francisco] as your preferred location. ]
"Request Travel to Atlanta, GA as your preferred location.","[IN:GET_TRAVEL Request Travel to [SL:LOCATION Atlanta, GA] as your preferred location.]"
I would like to travel to San Francisco if given the chance.,[IN:GET_TRAVEL I would like to travel to [SL:LOCATION San Francisco] if given the chance. ]
"When it comes to Media, I like to watch dramas.","[IN:GET_MEDIA When it comes to Media, I like to watch [SL:GENRE dramas]. ]"
"If you're looking for a Chinese restaurant, try Bei Fang Style.","[IN:GET_RESTAURANTS If you're looking for a [SL:CUISINE Chinese] restaurant, try [SL:RESTAURANT_NAME Bei Fang Style]. ]"
"If you are picking up from PDX International Airport, search for a Standard car type.","[IN:GET_RENTALCARS If you are picking up from [SL:PICKUP_LOCATION PDX International Airport], search for a [SL:CAR_TYPE Standard] car type. ]"
I prefer to ask for a doctor in the city of Pleasanton.,[IN:GET_DOCTORS I prefer to ask for a [SL:DOCTOR_NAME doctor] in the city of [SL:CITY Pleasanton].]
"If I'm looking for a home in Brentwood, I should check for ones with 1 bed and 1 bath.","[IN:GET_HOMES If I'm looking for a home in [SL:ADDRESS Brentwood], I should check for ones with [SL:NUMBER_OF_BEDS 1 bed] and [SL:NUMBER_OF_BATHS 1 bath]. ]"
"If I ask for Restaurants, preferance serves alcohol, then restaurant name as Vina Enoteca","[IN:GET_RESTAURANTS If I ask for Restaurants, preference [SL:SERVES_ALCOHOL serves alcohol], then restaurant name as [SL:RESTAURANT_NAME Vina Enoteca]. ]"
"If the event is sports, search for the event name ""Eagles Vs Cowboys"".","[IN:GET_EVENTS If the event is sports, search for the [SL:EVENT_NAME event name ""Eagles Vs Cowboys""]. ]"
"If I ask for Travel, my preferred category is Museum or Nature Preserve","[IN:GET_TRAVEL If I ask for Travel, my preferred category is [SL:CATEGORY Museum] or [SL:CATEGORY Nature Preserve]]"
"Request Travel to London, UK as your preferred location.","[IN:GET_TRAVEL Request Travel to [SL:LOCATION London, UK] as your preferred location. ]"
Search for the show type 'imax' if the theater name is 'Alameda Theatre & Cineplex'.,[IN:GET_MOVIES Search for the [SL:SHOW_TYPE show type] 'imax' if the [SL:THEATER_NAME theater name] is 'Alameda Theatre & Cineplex'. ]
Request Restaurants with Filipino cuisine as my preference.,[IN:GET_RESTAURANTS Request Restaurants with [SL:CUISINE Filipino cuisine] as my preference. ]
"If you're looking for a barber shop that caters to both men and women, check out Village barber shop.","[IN:GET_SALONS If you're looking for a barber shop that [SL:IS_UNISEX caters to both men and women], check out [SL:SALON_NAME Village barber shop].]"
Request Restaurants with breakfast & brunch as the cuisine.,[IN:GET_RESTAURANTS Request Restaurants with [SL:CUISINE breakfast & brunch] as the cuisine.]
"If I'm going on a trip, I'd like to go to Phoenix.","[IN:GetTravel If I'm going on a trip, I'd like to go to [SL:LOCATION Phoenix].]"
"Request Media, and indicate a preference for mafia genre.","[IN:GET_MEDIA Request Media, and indicate a preference for [SL:GENRE mafia] genre. ]"
"For a Sports event, search for the name of the match such as Dodgers vs Diamondbacks.","[IN:GET_EVENTS For a [SL:CATEGORY Sports] event, search for the [SL:EVENT_NAME name of the match] such as Dodgers vs Diamondbacks. ]"
"If I'm looking for a place to live, I want to be in San Leandro.","[IN:GET_HOMES If I'm looking for a place to live, I want to be in [SL:ADDRESS San Leandro].]"
"If I ask for Media, my preferred directed by is Alfred Hitchcock or Qui Sheng","[IN:GET_MEDIA If I ask for Media, my preferred [SL:DIRECTED_BY directed by] is Alfred Hitchcock or Qui Sheng]"
I would like Salon in El Cerrito as my city of choice.,[IN:GET_SALONS I would like Salon in [SL:CITY El Cerrito] as my city of choice.]
I prefer Union City as the city when I am looking for a doctor.,[IN:GET_DOCTORS I prefer [SL:CITY Union City] as the city when I am looking for a doctor.]
"If I'm looking for a movie, I want one that's funny.","[IN:GET_MOVIES If I'm looking for a movie, I want one that's [SL:GENRE funny].]"
"If you are looking for a comedy, then check for a 3d show.","[IN:GET_MOVIES If you are looking for a [SL:GENRE comedy], then check for a [SL:SHOW_TYPE 3D] show.]"
"If I'm getting my hair done, I want to go to Burlingame Barber Shop.","[IN:GET_SALONS If I'm getting my hair done, I want to go to [SL:SALON_NAME Burlingame Barber Shop]. ]"
"If you're looking for a baseball game, check out Arizona vs Milwaukee.","[IN:GET_EVENTS If you're looking for a baseball game, check out [SL:EVENT_NAME Arizona vs Milwaukee]. ]"
Request Hotels in New York as your preferred location.,[IN:GET_HOTELS Request Hotels in [SL:LOCATION New York] as your preferred location. ]
"When searching for an Indian restaurant, consider a moderate price range.","[IN:GET_RESTAURANTS When searching for an [SL:CUISINE Indian] restaurant, consider a [SL:PRICE_RANGE moderate price range]. ]"
"If I'm looking for a place to live, I'd like it to be in Santa Clara.","[IN:GET_HOMES If I'm looking for a place to live, I'd like it to be in [SL:ADDRESS Santa Clara]. ]"
"Check the event type and if it is Music, search for Country as the category.","[IN:GET_EVENTS Check the [SL:EVENT_TYPE event type] and if it is [SL:CATEGORY Music], search for [SL:CATEGORY Country] as the category. ]"
"If I'm gonna take a trip, my top choice is New York City.","[IN:GET_TRAVEL If I'm gonna take a trip, my top choice is [SL:LOCATION New York City]. ]"
I prefer San Jose as the area when I request Homes.,[IN:GET_HOMES I prefer [SL:ADDRESS San Jose] as the area when I request Homes.]
Look for a Full-size car if you are picking up from McCarran International Airport.,[IN:GET_RENTALCARS Look for a [SL:CAR_TYPE Full-size car] if you are picking up from [SL:PICKUP_LOCATION McCarran International Airport]. ]
I always request Salon 1512 Barber Shop when I need a haircut.,[IN:GET_SALONS I always request [SL:SALON_NAME Salon 1512 Barber Shop] when I need a haircut.]
"If I'm looking for a rental car, I want it to be from Charles de Gaulle Airport.","[IN:GET_RENTAL_CARS If I'm looking for a rental car, I want it to be from [SL:PICKUP_LOCATION Charles de Gaulle Airport]. ]"
I prefer Advanced Ceramics Dental Studio when I need a Dentist.,[IN:GET_DENTISTS I prefer [SL:DENTIST_NAME Advanced Ceramics Dental Studio] when I need a Dentist.]
If destination city is SF then look for airlines as Southwest Airlines,[IN:GET_FLIGHTS If [SL:DESTINATION destination city is SF] then look for [SL:AIRLINES airlines as Southwest Airlines] ]
"When I request Travel and the category is Museum, search for free admission.","[IN:GET_TRAVEL When I request Travel and the [SL:CATEGORY category] is [SL:ATTRACTION_NAME Museum], search for [SL:FREE_ENTRY free admission].]"
"If I'm looking to travel, my go-to spot is Chicago.","[IN:GET_TRAVEL If I'm looking to travel, my go-to spot is [SL:LOCATION Chicago]. ]"
"When searching for a Thriller movie, consider one directed by Anthony Maras.","[IN:GET_MEDIA When searching for a [SL:GENRE Thriller] movie, consider one [SL:DIRECTED_BY directed by Anthony Maras].]"
"If you're picking up from Sky Harbor International Airport, search for ""Standard"" as your type.","[IN:GET_RENTALCARS If you're picking up from [SL:PICKUP_LOCATION Sky Harbor International Airport], search for [SL:CAR_TYPE ""Standard""] as your type.]"
I request Events in the city of Washington.,[IN:GET_EVENTS I request Events in the [SL:CITY city of Washington].]
"If you're looking for Sushi, try to find something that won't cost too much.","[IN:GET_RESTAURANTS If you're looking for [SL:CUISINE Sushi], try to find something that won't [SL:PRICE_RANGE cost too much]. ]"
"When it comes to Media, I'm into biographical stuff.","[IN:GetMedia When it comes to Media, I'm into [SL:GENRE biographical] stuff.]"
"If you're looking for a cosmetic dentist, check out Arroyo Park Family Dental.","[IN:GET_DENTISTS If you're looking for a [SL:OFFERS_COSMETIC_SERVICES cosmetic] dentist, check out [SL:ADDRESS Arroyo Park Family Dental].]"
"If I'm getting a car from RentalCars, I want to pick it up from YVR Airport.","[IN:GET_RENTALCARS If I'm getting a car from RentalCars, I want to pick it up from [SL:PICKUP_LOCATION YVR Airport].]"
"If I ask for HouseStays, my preferred where to is London, UK","[IN:GET_HOUSESTAYS If I ask for HouseStays, my preferred [SL:WHERE_TO London, UK]. ]"
I usually choose Southwest Airlines when I'm looking for Flights.,[IN:GET_FLIGHTS I usually choose [SL:AIRLINES Southwest Airlines] when I'm looking for Flights. ]
My preferred dentist is Cofield Marianne when I ask for a Dentist.,[IN:GET_DENTISTS My preferred dentist is [SL:DENTIST_NAME Cofield Marianne] when I ask for a Dentist.]
Request Restaurants in Hayward as your preferred city.,[IN:GET_RESTAURANTS Request Restaurants in [SL:CITY Hayward] as your preferred city.]
"If the event type is Music, search for the event name ""Carmina Burana"".","[IN:GET_EVENTS If the [SL:EVENT_TYPE event type is Music], search for the [SL:EVENT_NAME event name ""Carmina Burana""]. ]"
I request Salon in the city of Martinez as my preference.,[IN:GET_SALONS I request Salon in the city of [SL:CITY Martinez] as my preference.]
"If the event is about music, search for the category of Hip Hop.","[IN:GET_EVENTS If the event is about music, search for the [SL:CATEGORY category of Hip Hop]. ]"
I prefer to travel to Philadelphia if I have the opportunity.,[IN:GET_TRAVEL I prefer to travel to [SL:LOCATION Philadelphia] if I have the opportunity.]
Request Restaurants that serve soup as their preferred cuisine.,[IN:GET_RESTAURANTS Request Restaurants that serve [SL:CUISINE soup] as their preferred cuisine. ]
"If I ask for Hotels, my preferred hotel name is Hampton Inn & Suites Seattle-Downtown or Hotel Novotel London Paddington","[IN:GET_HOTELS If I ask for Hotels, my preferred hotel name is [SL:HOTEL_NAME Hampton Inn & Suites Seattle-Downtown ] or [SL:HOTEL_NAME Hotel Novotel London Paddington ]. ]"
"Look for the event name ""Giants vs Brewers"" if the type of event is Sports.","[IN:GET_EVENTS Look for the [SL:EVENT_NAME event name ""Giants vs Brewers""] if the [SL:EVENT_TYPE type of event is Sports]. ]"
Request Events with the name Eagles Vs Cowboys.,[IN:GET_EVENTS Request Events with the [SL:EVENT_NAME name Eagles Vs Cowboys]. ]
I prefer to travel to New York if I am given the opportunity.,I prefer to [IN:GET_TRAVEL travel to [SL:LOCATION New York]] if I am given the opportunity.
"If I ask for Restaurants, preferance serves alcohol, then restaurant name as Tommy's Wok Chinese Cuisine","[IN:GET_RESTAURANTS If I ask for Restaurants, preference [SL:SERVES_ALCOHOL serves alcohol], then restaurant name as [SL:RESTAURANT_NAME Tommy's Wok Chinese Cuisine]. ]"
Request Events from Philadelphia.,[IN:GET_EVENTS Request Events from [SL:CITY Philadelphia].]
"When I am looking for Restaurants, my preferred type of food is Southern cuisine.","[IN:GET_RESTAURANTS When I am looking for Restaurants, my preferred type of food is [SL:CUISINE Southern cuisine]. ]"
"If I'm looking for a place to eat, Antioch is my go-to city.","[IN:GET_RESTAURANTS If I'm looking for a place to eat, [SL:CITY Antioch] is my go-to city.]"
"If I'm looking for a doctor, I'd like it to be Dr. Ali A. Zaki, MD.","[IN:GET_DOCTORS If I'm looking for a doctor, I'd like it to be [SL:DOCTOR_NAME Dr. Ali A. Zaki, MD]. ]"
"I would like the event name ""Giants Vs Brewers"" if I am requesting Events.","[IN:GET_EVENTS I would like the [SL:EVENT_NAME event name] ""Giants Vs Brewers"" if I am requesting Events.]"
"If it's a Music event, check to see if it's categorized as Pop.","[IN:GetEvents If it's a [SL:EVENT_TYPE Music] event, check to see if it's categorized as [SL:GENRE Pop]. ]"
My first choice when requesting Travel is Vegas.,[IN:GET_TRAVEL My first choice when requesting Travel is [SL:LOCATION Vegas].]
"Search for Elmer Russell M MD, a General Practitioner at the Sonoma Developmental Center.","[IN:GET_DOCTORS Search for [SL:DOCTOR_NAME Elmer Russell M MD], a [SL:TYPE General Practitioner] at the [SL:STREET_ADDRESS Sonoma Developmental Center].]"
Request Movies with a fantasy genre.,[IN:GET_MOVIES Request Movies with a [SL:GENRE fantasy] genre.]
"Request Restaurants with Indian cuisine, expensive price range, and the name Amber.","[IN:GET_RESTAURANTS Request Restaurants with [SL:CUISINE Indian] cuisine, [SL:PRICE_RANGE expensive] price range, and the name [SL:RESTAURANT_NAME Amber].]"
